distance,metric,status,discovery_type,granularity,confidence,support,participation,output_dir,discover_prioritization_rules,discover_batching_rules
3.6624716624023854,circadian_event_distribution,ok,differentiated_by_resource,60,0.8186590253683793,0.1777327243958698,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_024137_8A9D886E_281E_40AB_9B0A_DB1D3F9A2563,False,False
3.6639521386877996,circadian_event_distribution,ok,differentiated_by_resource,60,0.7847483091726832,0.11509400516160323,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023352_0C7220A6_84BA_482E_A813_4E464A775381,False,False
3.6641087497273506,circadian_event_distribution,ok,differentiated_by_resource,60,0.8325264293733807,0.24298634487044624,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023216_2C5738CF_A593_4679_926A_B5CD254066B0,False,False
3.672901953074806,circadian_event_distribution,ok,differentiated_by_resource,60,0.7703671146746454,0.20993386022861651,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023706_605CD98C_852E_48D4_AA22_D2D888755382,False,False
3.6794350145233303,circadian_event_distribution,ok,differentiated_by_resource,60,0.7462747824000691,0.10510501081897297,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_024234_B30E02DF_F90C_4215_9C15_98FA13303052,False,False
3.685103889422923,circadian_event_distribution,ok,differentiated_by_resource,60,0.790374167794925,0.21092732886316476,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023745_3D050084_B0E0_4976_BFBB_EB2275DB75CA,False,False
3.6890357992973297,circadian_event_distribution,ok,differentiated_by_resource,60,0.7462747824000691,0.10510501081897297,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_024234_B30E02DF_F90C_4215_9C15_98FA13303052,False,False
3.696053776311618,circadian_event_distribution,ok,differentiated_by_resource,60,0.5290622458496885,0.22739336616213765,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023903_ED24E5F5_A256_4F77_9682_B3A47F3F33C6,False,False
3.697435605659549,circadian_event_distribution,ok,differentiated_by_resource,60,0.76722378613227,0.3714359353239346,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_024020_D2865536_DD57_44F4_A0B3_5B20C7DB4720,False,False
3.7027865305463203,circadian_event_distribution,ok,differentiated_by_resource,60,0.6213136327301916,0.20032203835770843,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023805_2C9159A3_F39A_4964_AE24_F2F0407A5F05,False,False
3.7088763803945852,circadian_event_distribution,ok,differentiated_by_resource,60,0.8325264293733807,0.24298634487044624,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023216_2C5738CF_A593_4679_926A_B5CD254066B0,False,False
3.711971269724944,circadian_event_distribution,ok,differentiated_by_resource,60,0.5118378861976701,0.1642316290556099,0.4,C:\Users\David\Downloads\simod-softwarex\outputs\20250303_021853_BC8B0EF7_EF81_4314_8CE3_F1B8ED3266B2\resource_model\iteration_20250303_023056_208753C9_FFE5_4056_BC73_6B457E4BE58F,False,False
