run_num,metric,distance
0,three_gram_distance,0.5018427856317729
0,two_gram_distance,0.3968097149325924
0,absolute_event_distribution,83.45942230256038
0,relative_event_distribution,40.07638130984651
0,circadian_event_distribution,2.131375720629434
0,arrival_event_distribution,77.89885752688171
0,cycle_time_distribution,30.992607526881724
0,circadian_workforce_distribution,1.6337806852991945
1,three_gram_distance,0.49520459174226994
1,two_gram_distance,0.3950642973074202
1,absolute_event_distribution,89.85415005543119
1,relative_event_distribution,41.34771637063158
1,circadian_event_distribution,2.1121142871155145
1,arrival_event_distribution,88.69758064516128
1,cycle_time_distribution,32.62063172043011
1,circadian_workforce_distribution,1.650204922727224
2,three_gram_distance,0.5030262273032953
2,two_gram_distance,0.4085750315258512
2,absolute_event_distribution,102.2327340951223
2,relative_event_distribution,48.01436524728216
2,circadian_event_distribution,2.1258033089593296
2,arrival_event_distribution,97.83568548387095
2,cycle_time_distribution,34.1518817204301
2,circadian_workforce_distribution,1.6191925722489016
3,three_gram_distance,0.4993056858697692
3,two_gram_distance,0.407030292788035
3,absolute_event_distribution,96.89303787196204
3,relative_event_distribution,43.9796157577812
3,circadian_event_distribution,2.1019541621064053
3,arrival_event_distribution,89.1945564516129
3,cycle_time_distribution,36.303763440860216
3,circadian_workforce_distribution,1.5853189721772525
4,three_gram_distance,0.5045644553583144
4,two_gram_distance,0.40824981538136934
4,absolute_event_distribution,102.7178533831046
4,relative_event_distribution,49.981321114179636
4,circadian_event_distribution,2.0838011071842186
4,arrival_event_distribution,88.59643817204301
4,cycle_time_distribution,36.82896505376345
4,circadian_workforce_distribution,1.588011289188149
5,three_gram_distance,0.4989844026610514
5,two_gram_distance,0.4058393242648446
5,absolute_event_distribution,90.18631209349456
5,relative_event_distribution,43.681907359859736
5,circadian_event_distribution,2.1461077153084394
5,arrival_event_distribution,77.43481182795698
5,cycle_time_distribution,34.098790322580655
5,circadian_workforce_distribution,1.604977062877582
6,three_gram_distance,0.4997201805768011
6,two_gram_distance,0.4090737398749318
6,absolute_event_distribution,89.23882000840912
6,relative_event_distribution,41.35905440036574
6,circadian_event_distribution,2.1163104938416732
6,arrival_event_distribution,84.89885752688171
6,cycle_time_distribution,34.1790994623656
6,circadian_workforce_distribution,1.6602052301830603
7,three_gram_distance,0.497895849168536
7,two_gram_distance,0.39957073496009504
7,absolute_event_distribution,89.16586761076869
7,relative_event_distribution,37.88981099564472
7,circadian_event_distribution,2.0698578779472467
7,arrival_event_distribution,89.83702956989247
7,cycle_time_distribution,29.355846774193548
7,circadian_workforce_distribution,1.6202350618350936
8,three_gram_distance,0.5031701982982008
8,two_gram_distance,0.40050762468789336
8,absolute_event_distribution,91.6971672806755
8,relative_event_distribution,42.32791835976353
8,circadian_event_distribution,2.1187535996627864
8,arrival_event_distribution,90.62231182795699
8,cycle_time_distribution,34.12836021505376
8,circadian_workforce_distribution,1.5565453298574545
9,three_gram_distance,0.4964688617811612
9,two_gram_distance,0.3941478080019768
9,absolute_event_distribution,99.86061809376147
9,relative_event_distribution,38.00136019627553
9,circadian_event_distribution,2.1631097110276554
9,arrival_event_distribution,103.46135752688171
9,cycle_time_distribution,32.80678763440861
9,circadian_workforce_distribution,1.6058877715356839
